gene,gene_start,gene_end,CHROM,gene_length
chr6:78632964-78883596,78632964,78883596,6,250633
chr6:78883596-79101356,78883596,79101356,6,217761
chr6:79101356-79326522,79101356,79326522,6,225167
chr6:79326522-79548687,79326522,79548687,6,222166
chr6:79548687-79769499,79548687,79769499,6,220813
chr6:79769499-79981847,79769499,79981847,6,212349
chr6:79981847-80204690,79981847,80204690,6,222844
chr6:80204690-80424168,80204690,80424168,6,219479
chr6:80424168-80661078,80424168,80661078,6,236911
chr6:80661078-80896576,80661078,80896576,6,235499
chr6:80896576-81121557,80896576,81121557,6,224982
chr6:81121557-81346556,81121557,81346556,6,225000
chr6:81346556-81578251,81346556,81578251,6,231696
chr6:81578251-81794003,81578251,81794003,6,215753
chr6:81794003-82014617,81794003,82014617,6,220615
chr6:82014617-82242542,82014617,82242542,6,227926
chr6:82242542-82475896,82242542,82475896,6,233355
chr6:82475896-82711493,82475896,82711493,6,235598
chr6:82711493-82938918,82711493,82938918,6,227426
chr6:82938918-83152903,82938918,83152903,6,213986
chr6:83152903-83385788,83152903,83385788,6,232886
chr6:83385788-83619065,83385788,83619065,6,233278
chr6:83619065-83840934,83619065,83840934,6,221870
chr6:83840934-84061850,83840934,84061850,6,220917
chr6:84061850-84291659,84061850,84291659,6,229810
chr6:84291659-84510094,84291659,84510094,6,218436
chr6:84510094-84742784,84510094,84742784,6,232691
chr6:84742784-84967662,84742784,84967662,6,224879
chr6:84967662-85186518,84967662,85186518,6,218857
chr6:85186518-85426172,85186518,85426172,6,239655
chr6:85426172-85646619,85426172,85646619,6,220448
chr6:85646619-85913095,85646619,85913095,6,266477
chr6:85913095-86165212,85913095,86165212,6,252118
chr6:86165212-86399342,86165212,86399342,6,234131
chr6:86399342-86628925,86399342,86628925,6,229584
chr6:86628925-86885675,86628925,86885675,6,256751
chr6:86885675-87114447,86885675,87114447,6,228773
chr6:87114447-87342444,87114447,87342444,6,227998
chr6:87342444-87564909,87342444,87564909,6,222466
chr6:87564909-87800003,87564909,87800003,6,235095
chr6:87800003-88013274,87800003,88013274,6,213272
chr6:88013274-88223235,88013274,88223235,6,209962
chr6:88223235-88464476,88223235,88464476,6,241242
chr6:88464476-88682082,88464476,88682082,6,217607
chr6:88682082-88899433,88682082,88899433,6,217352
chr6:88899433-89132929,88899433,89132929,6,233497
chr6:89132929-89359212,89132929,89359212,6,226284
chr6:89359212-89577630,89359212,89577630,6,218419
chr6:89577630-89797374,89577630,89797374,6,219745
chr6:89797374-90024321,89797374,90024321,6,226948
chr6:90024321-90243700,90024321,90243700,6,219380
chr6:90243700-90451545,90243700,90451545,6,207846
chr6:90451545-90666634,90451545,90666634,6,215090
chr6:90666634-90878446,90666634,90878446,6,211813
chr6:90878446-91090517,90878446,91090517,6,212072
chr6:91090517-91303006,91090517,91303006,6,212490
chr6:91303006-91518779,91303006,91518779,6,215774
chr6:91518779-91729324,91518779,91729324,6,210546
chr6:91729324-91943043,91729324,91943043,6,213720
chr6:91943043-92158337,91943043,92158337,6,215295
chr6:92158337-92367536,92158337,92367536,6,209200
chr6:92367536-92576897,92367536,92576897,6,209362
chr6:92576897-92797479,92576897,92797479,6,220583
chr6:92797479-93020157,92797479,93020157,6,222679
chr6:93020157-93234635,93020157,93234635,6,214479
chr6:93234635-93440094,93234635,93440094,6,205460
chr6:93440094-93656717,93440094,93656717,6,216624
chr6:93656717-93875225,93656717,93875225,6,218509
chr6:93875225-94081010,93875225,94081010,6,205786
chr6:94081010-94294094,94081010,94294094,6,213085
chr6:94294094-94501793,94294094,94501793,6,207700
chr6:94501793-94715392,94501793,94715392,6,213600
chr6:94715392-95587218,94715392,95587218,6,871827
chr6:95587218-95806947,95587218,95806947,6,219730
chr6:95806947-96026350,95806947,96026350,6,219404
chr6:96026350-96239401,96026350,96239401,6,213052
chr6:96239401-96456966,96239401,96456966,6,217566
chr6:96456966-96676922,96456966,96676922,6,219957
chr6:96676922-96891326,96676922,96891326,6,214405
chr6:96891326-97103950,96891326,97103950,6,212625
chr6:97103950-97316489,97103950,97316489,6,212540
chr6:97316489-97534268,97316489,97534268,6,217780
chr6:97534268-97745277,97534268,97745277,6,211010
chr6:97745277-97964096,97745277,97964096,6,218820
chr6:97964096-98185115,97964096,98185115,6,221020
chr6:98185115-98398227,98185115,98398227,6,213113
chr6:98398227-98617022,98398227,98617022,6,218796
chr6:98617022-98828112,98617022,98828112,6,211091
chr6:98828112-99045213,98828112,99045213,6,217102
chr6:99045213-99263317,99045213,99263317,6,218105
chr6:99263317-99488527,99263317,99488527,6,225211
chr6:99488527-99719199,99488527,99719199,6,230673
chr6:99719199-99945356,99719199,99945356,6,226158
chr6:99945356-100169305,99945356,100169305,6,223950
chr6:100169305-100386528,100169305,100386528,6,217224
chr6:100386528-100599997,100386528,100599997,6,213470
chr6:100599997-100809361,100599997,100809361,6,209365
chr6:100809361-101034775,100809361,101034775,6,225415
chr6:101034775-101268268,101034775,101268268,6,233494
chr6:101268268-101474497,101268268,101474497,6,206230
chr6:101474497-101683871,101474497,101683871,6,209375
chr6:101683871-101898432,101683871,101898432,6,214562
chr6:101898432-102112474,101898432,102112474,6,214043
chr6:102112474-102337947,102112474,102337947,6,225474
chr6:102337947-102546952,102337947,102546952,6,209006
chr6:102546952-102767180,102546952,102767180,6,220229
chr6:102767180-102985422,102767180,102985422,6,218243
chr6:102985422-103198218,102985422,103198218,6,212797
chr6:103198218-103416563,103198218,103416563,6,218346
chr6:103416563-103642283,103416563,103642283,6,225721
chr6:103642283-103865100,103642283,103865100,6,222818
chr6:103865100-104078722,103865100,104078722,6,213623
chr6:104078722-104298182,104078722,104298182,6,219461
chr6:104298182-104522433,104298182,104522433,6,224252
chr6:104522433-104736284,104522433,104736284,6,213852
chr6:104736284-104972668,104736284,104972668,6,236385
chr6:104972668-105194636,104972668,105194636,6,221969
chr6:105194636-105428448,105194636,105428448,6,233813
chr6:105428448-105639399,105428448,105639399,6,210952
chr6:105639399-105861706,105639399,105861706,6,222308
chr6:105861706-106076266,105861706,106076266,6,214561
chr6:106076266-106292212,106076266,106292212,6,215947
chr6:106292212-106510897,106292212,106510897,6,218686
chr6:106510897-106736004,106510897,106736004,6,225108
chr6:106736004-107099111,106736004,107099111,6,363108
chr6:107099111-107338936,107099111,107338936,6,239826
chr6:107338936-107560071,107338936,107560071,6,221136
chr6:107560071-107768592,107560071,107768592,6,208522
chr6:107768592-108003739,107768592,108003739,6,235148
chr6:108003739-108227068,108003739,108227068,6,223330
chr6:108227068-108462239,108227068,108462239,6,235172
chr6:108462239-108679777,108462239,108679777,6,217539
chr6:108679777-108901760,108679777,108901760,6,221984
chr6:108901760-109122241,108901760,109122241,6,220482
chr6:109122241-109349907,109122241,109349907,6,227667
chr6:109349907-109576097,109349907,109576097,6,226191
chr6:109576097-109817342,109576097,109817342,6,241246
chr6:109817342-110039341,109817342,110039341,6,222000
chr6:110039341-110266852,110039341,110266852,6,227512
chr6:110266852-110481843,110266852,110481843,6,214992
chr6:110481843-110708515,110481843,110708515,6,226673
chr6:110708515-110955499,110708515,110955499,6,246985
chr6:110955499-111189540,110955499,111189540,6,234042
chr6:111189540-111416584,111189540,111416584,6,227045
chr6:111416584-111635727,111416584,111635727,6,219144
chr6:111635727-111848012,111635727,111848012,6,212286
chr6:111848012-112065526,111848012,112065526,6,217515
chr6:112065526-112274275,112065526,112274275,6,208750
chr6:112274275-112487658,112274275,112487658,6,213384
chr6:112487658-112719151,112487658,112719151,6,231494
chr6:112719151-112939669,112719151,112939669,6,220519
chr6:112939669-113151364,112939669,113151364,6,211696
chr6:113151364-113369651,113151364,113369651,6,218288
chr6:113369651-113587470,113369651,113587470,6,217820
chr6:113587470-113809291,113587470,113809291,6,221822
chr6:113809291-114027924,113809291,114027924,6,218634
chr6:114027924-114237308,114027924,114237308,6,209385
chr6:114237308-114450795,114237308,114450795,6,213488
chr6:114450795-114669287,114450795,114669287,6,218493
chr6:114669287-114888810,114669287,114888810,6,219524
chr6:114888810-115132554,114888810,115132554,6,243745
chr6:115132554-115367561,115132554,115367561,6,235008
chr6:115367561-115587755,115367561,115587755,6,220195
chr6:115587755-115803823,115587755,115803823,6,216069
chr6:115803823-116029164,115803823,116029164,6,225342
chr6:116029164-116241353,116029164,116241353,6,212190
chr6:116241353-116460178,116241353,116460178,6,218826
chr6:116460178-116681785,116460178,116681785,6,221608
chr6:116681785-116907835,116681785,116907835,6,226051
chr6:116907835-117136592,116907835,117136592,6,228758
chr6:117136592-117360743,117136592,117360743,6,224152
chr6:117360743-117573268,117360743,117573268,6,212526
chr6:117573268-117814889,117573268,117814889,6,241622
chr6:117814889-118036809,117814889,118036809,6,221921
chr6:118036809-118248988,118036809,118248988,6,212180
chr6:118248988-118472421,118248988,118472421,6,223434
chr6:118472421-118687376,118472421,118687376,6,214956
chr6:118687376-118912751,118687376,118912751,6,225376
chr6:118912751-119130320,118912751,119130320,6,217570
chr6:119130320-119341123,119130320,119341123,6,210804
chr6:119341123-119562347,119341123,119562347,6,221225
chr6:119562347-119774502,119562347,119774502,6,212156
chr6:119774502-119982204,119774502,119982204,6,207703
chr6:119982204-120196384,119982204,120196384,6,214181
chr6:120196384-120416381,120196384,120416381,6,219998
chr6:120416381-120645636,120416381,120645636,6,229256
chr6:120645636-120880974,120645636,120880974,6,235339
chr6:120880974-121101460,120880974,121101460,6,220487
chr6:121101460-121336985,121101460,121336985,6,235526
chr6:121336985-121563703,121336985,121563703,6,226719
chr6:121563703-121791319,121563703,121791319,6,227617
chr6:121791319-122008753,121791319,122008753,6,217435
chr6:122008753-122217883,122008753,122217883,6,209131
chr6:122217883-122432369,122217883,122432369,6,214487
chr6:122432369-122655615,122432369,122655615,6,223247
chr6:122655615-122877146,122655615,122877146,6,221532
chr6:122877146-123098007,122877146,123098007,6,220862
chr6:123098007-123316339,123098007,123316339,6,218333
chr6:123316339-123531708,123316339,123531708,6,215370
chr6:123531708-123745330,123531708,123745330,6,213623
chr6:123745330-123952498,123745330,123952498,6,207169
chr6:123952498-124160542,123952498,124160542,6,208045
chr6:124160542-124381856,124160542,124381856,6,221315
chr6:124381856-124593085,124381856,124593085,6,211230
chr6:124593085-124814461,124593085,124814461,6,221377
chr6:124814461-125036117,124814461,125036117,6,221657
chr6:125036117-125246752,125036117,125246752,6,210636
chr6:125246752-125470024,125246752,125470024,6,223273
chr6:125470024-125682019,125470024,125682019,6,211996
chr6:125682019-125900409,125682019,125900409,6,218391
chr6:125900409-126112657,125900409,126112657,6,212249
chr6:126112657-126336052,126112657,126336052,6,223396
chr6:126336052-126551113,126336052,126551113,6,215062
chr6:126551113-126780915,126551113,126780915,6,229803
chr6:126780915-126999283,126780915,126999283,6,218369
chr6:126999283-127211652,126999283,127211652,6,212370
chr6:127211652-127442976,127211652,127442976,6,231325
chr6:127442976-127657979,127442976,127657979,6,215004
chr6:127657979-127876114,127657979,127876114,6,218136
chr6:127876114-128085616,127876114,128085616,6,209503
chr6:128085616-128293411,128085616,128293411,6,207796
chr6:128293411-128505563,128293411,128505563,6,212153
chr6:128505563-128717383,128505563,128717383,6,211821
chr6:128717383-128943846,128717383,128943846,6,226464
chr6:128943846-129161122,128943846,129161122,6,217277
chr6:129161122-129378520,129161122,129378520,6,217399
chr6:129378520-129592155,129378520,129592155,6,213636
chr6:129592155-129802336,129592155,129802336,6,210182
chr6:129802336-130020270,129802336,130020270,6,217935
chr6:130020270-130238504,130020270,130238504,6,218235
chr6:130238504-130458387,130238504,130458387,6,219884
chr6:130458387-130681011,130458387,130681011,6,222625
chr6:130681011-130897424,130681011,130897424,6,216414
chr6:130897424-131117446,130897424,131117446,6,220023
chr6:131117446-131349327,131117446,131349327,6,231882
chr6:131349327-131577100,131349327,131577100,6,227774
chr6:131577100-131803195,131577100,131803195,6,226096
chr6:131803195-132022047,131803195,132022047,6,218853
chr6:132022047-132234323,132022047,132234323,6,212277
chr6:132234323-132448542,132234323,132448542,6,214220
chr6:132448542-132661747,132448542,132661747,6,213206
chr6:132661747-132881047,132661747,132881047,6,219301
chr6:132881047-133099066,132881047,133099066,6,218020
chr6:133099066-133318343,133099066,133318343,6,219278
chr6:133318343-133531315,133318343,133531315,6,212973
chr6:133531315-133753244,133531315,133753244,6,221930
chr6:133753244-133968856,133753244,133968856,6,215613
chr6:133968856-134188025,133968856,134188025,6,219170
chr6:134188025-134416848,134188025,134416848,6,228824
chr6:134416848-134635369,134416848,134635369,6,218522
chr6:134635369-134859335,134635369,134859335,6,223967
chr6:134859335-135077313,134859335,135077313,6,217979
chr6:135077313-135295591,135077313,135295591,6,218279
chr6:135295591-135510021,135295591,135510021,6,214431
chr6:135510021-135729163,135510021,135729163,6,219143
chr6:135729163-135944321,135729163,135944321,6,215159
chr6:135944321-136168463,135944321,136168463,6,224143
chr6:136168463-136386524,136168463,136386524,6,218062
chr6:136386524-136602500,136386524,136602500,6,215977
chr6:136602500-136820002,136602500,136820002,6,217503
chr6:136820002-137040115,136820002,137040115,6,220114
chr6:137040115-137260666,137040115,137260666,6,220552
chr6:137260666-137469249,137260666,137469249,6,208584
chr6:137469249-137682433,137469249,137682433,6,213185
chr6:137682433-137902095,137682433,137902095,6,219663
chr6:137902095-138124095,137902095,138124095,6,222001
chr6:138124095-138339622,138124095,138339622,6,215528
chr6:138339622-138559569,138339622,138559569,6,219948
chr6:138559569-138787505,138559569,138787505,6,227937
chr6:138787505-139007532,138787505,139007532,6,220028
chr6:139007532-139240800,139007532,139240800,6,233269
chr6:139240800-139462474,139240800,139462474,6,221675
chr6:139462474-139686756,139462474,139686756,6,224283
chr6:139686756-139900394,139686756,139900394,6,213639
chr6:139900394-140108737,139900394,140108737,6,208344
chr6:140108737-140331750,140108737,140331750,6,223014
chr6:140331750-140541781,140331750,140541781,6,210032
chr6:140541781-140761179,140541781,140761179,6,219399
chr6:140761179-140975260,140761179,140975260,6,214082
chr6:140975260-141190732,140975260,141190732,6,215473
chr6:141190732-141402303,141190732,141402303,6,211572
chr6:141402303-141623826,141402303,141623826,6,221524
chr6:141623826-141843440,141623826,141843440,6,219615
chr6:141843440-142074791,141843440,142074791,6,231352
chr6:142074791-142293908,142074791,142293908,6,219118
chr6:142293908-142504191,142293908,142504191,6,210284
chr6:142504191-142720750,142504191,142720750,6,216560
chr6:142720750-142926374,142720750,142926374,6,205625
chr6:142926374-143152155,142926374,143152155,6,225782
chr6:143152155-143367978,143152155,143367978,6,215824
chr6:143367978-143576976,143367978,143576976,6,208999
chr6:143576976-143794810,143576976,143794810,6,217835
chr6:143794810-144018363,143794810,144018363,6,223554
chr6:144018363-144242299,144018363,144242299,6,223937
chr6:144242299-144460790,144242299,144460790,6,218492
chr6:144460790-144679028,144460790,144679028,6,218239
chr6:144679028-144890669,144679028,144890669,6,211642
chr6:144890669-145112243,144890669,145112243,6,221575
chr6:145112243-145329787,145112243,145329787,6,217545
chr6:145329787-145544261,145329787,145544261,6,214475
chr6:145544261-145771472,145544261,145771472,6,227212
chr6:145771472-145987572,145771472,145987572,6,216101
chr6:145987572-146201977,145987572,146201977,6,214406
chr6:146201977-146414879,146201977,146414879,6,212903
chr6:146414879-146636800,146414879,146636800,6,221922
chr6:146636800-146851899,146636800,146851899,6,215100
chr6:146851899-147062358,146851899,147062358,6,210460
chr6:147062358-147271698,147062358,147271698,6,209341
chr6:147271698-147487117,147271698,147487117,6,215420
chr6:147487117-147698859,147487117,147698859,6,211743
chr6:147698859-147915200,147698859,147915200,6,216342
chr6:147915200-148134139,147915200,148134139,6,218940
chr6:148134139-148363665,148134139,148363665,6,229527
chr6:148363665-148583156,148363665,148583156,6,219492
chr6:148583156-148806932,148583156,148806932,6,223777
chr6:148806932-149025657,148806932,149025657,6,218726
chr6:149025657-149236112,149025657,149236112,6,210456
chr6:149236112-149448004,149236112,149448004,6,211893
chr6:149448004-149683159,149448004,149683159,6,235156
chr6:149683159-149920440,149683159,149920440,6,237282
chr6:149920440-150162819,149920440,150162819,6,242380
chr6:150162819-150375344,150162819,150375344,6,212526
chr6:150375344-150592517,150375344,150592517,6,217174
chr6:150592517-150812923,150592517,150812923,6,220407
chr6:150812923-151047321,150812923,151047321,6,234399
chr6:151047321-151281406,151047321,151281406,6,234086
chr6:151281406-151511103,151281406,151511103,6,229698
chr6:151511103-151737265,151511103,151737265,6,226163
chr6:151737265-151958646,151737265,151958646,6,221382
chr6:151958646-152179525,151958646,152179525,6,220880
chr6:152179525-152395854,152179525,152395854,6,216330
chr6:152395854-152608185,152395854,152608185,6,212332
chr6:152608185-152828022,152608185,152828022,6,219838
chr6:152828022-153049460,152828022,153049460,6,221439
chr6:153049460-153264731,153049460,153264731,6,215272
chr6:153264731-153484215,153264731,153484215,6,219485
chr6:153484215-153700153,153484215,153700153,6,215939
chr6:153700153-153916512,153700153,153916512,6,216360
chr6:153916512-154135128,153916512,154135128,6,218617
chr6:154135128-154358659,154135128,154358659,6,223532
chr6:154358659-154579687,154358659,154579687,6,221029
chr6:154579687-154805007,154579687,154805007,6,225321
chr6:154805007-155033499,154805007,155033499,6,228493
chr6:155033499-155256220,155033499,155256220,6,222722
chr6:155256220-155470302,155256220,155470302,6,214083
chr6:155470302-155678740,155470302,155678740,6,208439
chr6:155678740-155893018,155678740,155893018,6,214279
chr6:155893018-156108894,155893018,156108894,6,215877
chr6:156108894-156321187,156108894,156321187,6,212294
chr6:156321187-156543644,156321187,156543644,6,222458
chr6:156543644-156769540,156543644,156769540,6,225897
chr6:156769540-156978080,156769540,156978080,6,208541
chr6:156978080-157187335,156978080,157187335,6,209256
chr6:157187335-157402462,157187335,157402462,6,215128
chr6:157402462-157618289,157402462,157618289,6,215828
chr6:157618289-157841968,157618289,157841968,6,223680
chr6:157841968-158057319,157841968,158057319,6,215352
chr6:158057319-158290336,158057319,158290336,6,233018
chr6:158290336-158517199,158290336,158517199,6,226864
chr6:158517199-158751573,158517199,158751573,6,234375
chr6:158751573-158984620,158751573,158984620,6,233048
chr6:158984620-159195852,158984620,159195852,6,211233
chr6:159195852-159413458,159195852,159413458,6,217607
chr6:159413458-159630279,159413458,159630279,6,216822
chr6:159630279-159867125,159630279,159867125,6,236847
chr6:159867125-160076531,159867125,160076531,6,209407
chr6:160076531-160308012,160076531,160308012,6,231482
chr6:160308012-160525805,160308012,160525805,6,217794
chr6:160525805-160806801,160525805,160806801,6,280997
chr6:160806801-161026986,160806801,161026986,6,220186
chr6:161026986-161240928,161026986,161240928,6,213943
chr6:161240928-161463115,161240928,161463115,6,222188
chr6:161463115-161676733,161463115,161676733,6,213619
chr6:161676733-161890309,161676733,161890309,6,213577
chr6:161890309-162107877,161890309,162107877,6,217569
chr6:162107877-162318336,162107877,162318336,6,210460
chr6:162318336-162532079,162318336,162532079,6,213744
chr6:162532079-162746815,162532079,162746815,6,214737
chr6:162746815-162961588,162746815,162961588,6,214774
chr6:162961588-163176961,162961588,163176961,6,215374
chr6:163176961-163389498,163176961,163389498,6,212538
chr6:163389498-163599308,163389498,163599308,6,209811
chr6:163599308-163809066,163599308,163809066,6,209759
chr6:163809066-164019476,163809066,164019476,6,210411
chr6:164019476-164231228,164019476,164231228,6,211753
chr6:164231228-164444636,164231228,164444636,6,213409
chr6:164444636-164665422,164444636,164665422,6,220787
chr6:164665422-164897657,164665422,164897657,6,232236
chr6:164897657-165115906,164897657,165115906,6,218250
chr6:165115906-165331730,165115906,165331730,6,215825
chr6:165331730-165549765,165331730,165549765,6,218036
chr6:165549765-165760648,165549765,165760648,6,210884
chr6:165760648-165968740,165760648,165968740,6,208093
chr6:165968740-166180238,165968740,166180238,6,211499
chr6:166180238-166402615,166180238,166402615,6,222378
chr6:166402615-166615860,166402615,166615860,6,213246
chr6:166615860-166830646,166615860,166830646,6,214787
chr6:166830646-167055550,166830646,167055550,6,224905
chr6:167055550-167661278,167055550,167661278,6,605729
chr6:167661278-167871415,167661278,167871415,6,210138
chr6:167871415-168081724,167871415,168081724,6,210310
chr6:168081724-168294663,168081724,168294663,6,212940
chr6:168294663-168509547,168294663,168509547,6,214885
chr6:168509547-168730685,168509547,168730685,6,221139
chr6:168730685-168946065,168730685,168946065,6,215381
chr6:168946065-169164994,168946065,169164994,6,218930
chr6:169164994-169386866,169164994,169386866,6,221873
chr6:169386866-169601351,169386866,169601351,6,214486
chr6:169601351-169820307,169601351,169820307,6,218957
chr6:169820307-170168146,169820307,170168146,6,347840
chr7:0-275222,0,275222,7,275223
chr7:275222-493131,275222,493131,7,217910
chr7:493131-715001,493131,715001,7,221871
chr7:715001-946483,715001,946483,7,231483
chr7:946483-1176749,946483,1176749,7,230267
chr7:1176749-1402496,1176749,1402496,7,225748
chr7:1402496-1618965,1402496,1618965,7,216470
chr7:1618965-1850683,1618965,1850683,7,231719
chr7:1850683-2065830,1850683,2065830,7,215148
chr7:2065830-2283499,2065830,2283499,7,217670
chr7:2283499-2526491,2283499,2526491,7,242993
chr7:2526491-2760825,2526491,2760825,7,234335
chr7:2760825-2981738,2760825,2981738,7,220914
chr7:2981738-3208973,2981738,3208973,7,227236
chr7:3208973-3424406,3208973,3424406,7,215434
chr7:3424406-3634901,3424406,3634901,7,210496
chr7:3634901-3849073,3634901,3849073,7,214173
chr7:3849073-4062898,3849073,4062898,7,213826
chr7:4062898-4278440,4062898,4278440,7,215543
chr7:4278440-4513885,4278440,4513885,7,235446
chr7:4513885-4765912,4513885,4765912,7,252028
chr7:4765912-5008102,4765912,5008102,7,242191
chr7:5008102-5290445,5008102,5290445,7,282344
chr7:5290445-5540752,5290445,5540752,7,250308
chr7:5540752-6135985,5540752,6135985,7,595234
chr7:6135985-6376245,6135985,6376245,7,240261
chr7:6376245-7032017,6376245,7032017,7,655773
chr7:7032017-7257495,7032017,7257495,7,225479
chr7:7257495-7480526,7257495,7480526,7,223032
chr7:7480526-7702706,7480526,7702706,7,222181
chr7:7702706-7914154,7702706,7914154,7,211449
chr7:7914154-8129384,7914154,8129384,7,215231
chr7:8129384-8345925,8129384,8345925,7,216542
chr7:8345925-8556135,8345925,8556135,7,210211
chr7:8556135-8771024,8556135,8771024,7,214890
chr7:8771024-8981847,8771024,8981847,7,210824
chr7:8981847-9192885,8981847,9192885,7,211039
chr7:9192885-9410696,9192885,9410696,7,217812
chr7:9410696-9631286,9410696,9631286,7,220591
chr7:9631286-9854073,9631286,9854073,7,222788
chr7:9854073-10066133,9854073,10066133,7,212061
chr7:10066133-10284111,10066133,10284111,7,217979
chr7:10284111-10502905,10284111,10502905,7,218795
chr7:10502905-10732521,10502905,10732521,7,229617
chr7:10732521-10961864,10732521,10961864,7,229344
chr7:10961864-11174742,10961864,11174742,7,212879
chr7:11174742-11385953,11174742,11385953,7,211212
chr7:11385953-11604453,11385953,11604453,7,218501
chr7:11604453-11812353,11604453,11812353,7,207901
chr7:11812353-12019960,11812353,12019960,7,207608
chr7:12019960-12235858,12019960,12235858,7,215899
chr7:12235858-12450397,12235858,12450397,7,214540
chr7:12450397-12675854,12450397,12675854,7,225458
chr7:12675854-12896245,12675854,12896245,7,220392
chr7:12896245-13118307,12896245,13118307,7,222063
chr7:13118307-13337026,13118307,13337026,7,218720
chr7:13337026-13549293,13337026,13549293,7,212268
chr7:13549293-13764459,13549293,13764459,7,215167
chr7:13764459-13989325,13764459,13989325,7,224867
chr7:13989325-14200829,13989325,14200829,7,211505
chr7:14200829-14424883,14200829,14424883,7,224055
chr7:14424883-14633159,14424883,14633159,7,208277
chr7:14633159-14852600,14633159,14852600,7,219442
chr7:14852600-15059252,14852600,15059252,7,206653
chr7:15059252-15269896,15059252,15269896,7,210645
chr7:15269896-15480354,15269896,15480354,7,210459
chr7:15480354-15695969,15480354,15695969,7,215616
chr7:15695969-15904852,15695969,15904852,7,208884
chr7:15904852-16123608,15904852,16123608,7,218757
chr7:16123608-16345142,16123608,16345142,7,221535
chr7:16345142-16562161,16345142,16562161,7,217020
chr7:16562161-16778318,16562161,16778318,7,216158
chr7:16778318-16992453,16778318,16992453,7,214136
chr7:16992453-17209689,16992453,17209689,7,217237
chr7:17209689-17429510,17209689,17429510,7,219822
chr7:17429510-17643460,17429510,17643460,7,213951
chr7:17643460-17859725,17643460,17859725,7,216266
chr7:17859725-18075886,17859725,18075886,7,216162
chr7:18075886-18289889,18075886,18289889,7,214004
chr7:18289889-18494706,18289889,18494706,7,204818
chr7:18494706-18699121,18494706,18699121,7,204416
chr7:18699121-18907431,18699121,18907431,7,208311
chr7:18907431-19130277,18907431,19130277,7,222847
chr7:19130277-19353422,19130277,19353422,7,223146
chr7:19353422-19569826,19353422,19569826,7,216405
chr7:19569826-19786769,19569826,19786769,7,216944
chr7:19786769-20021234,19786769,20021234,7,234466
chr7:20021234-20240119,20021234,20240119,7,218886
chr7:20240119-20449066,20240119,20449066,7,208948
chr7:20449066-20672896,20449066,20672896,7,223831
chr7:20672896-20896596,20672896,20896596,7,223701
chr7:20896596-21109286,20896596,21109286,7,212691
chr7:21109286-21327065,21109286,21327065,7,217780
chr7:21327065-21546274,21327065,21546274,7,219210
chr7:21546274-21760265,21546274,21760265,7,213992
chr7:21760265-21977079,21760265,21977079,7,216815
chr7:21977079-22191374,21977079,22191374,7,214296
chr7:22191374-22400863,22191374,22400863,7,209490
chr7:22400863-22643126,22400863,22643126,7,242264
chr7:22643126-22867486,22643126,22867486,7,224361
chr7:22867486-23099733,22867486,23099733,7,232248
chr7:23099733-23328032,23099733,23328032,7,228300
chr7:23328032-23562228,23328032,23562228,7,234197
chr7:23562228-23797694,23562228,23797694,7,235467
chr7:23797694-24035425,23797694,24035425,7,237732
chr7:24035425-24251923,24035425,24251923,7,216499
chr7:24251923-24472985,24251923,24472985,7,221063
chr7:24472985-24690123,24472985,24690123,7,217139
chr7:24690123-24903677,24690123,24903677,7,213555
chr7:24903677-25136185,24903677,25136185,7,232509
chr7:25136185-25346839,25136185,25346839,7,210655
chr7:25346839-25555058,25346839,25555058,7,208220
chr7:25555058-25776222,25555058,25776222,7,221165
chr7:25776222-25982861,25776222,25982861,7,206640
chr7:25982861-26212760,25982861,26212760,7,229900
chr7:26212760-26438631,26212760,26438631,7,225872
chr7:26438631-26646096,26438631,26646096,7,207466
chr7:26646096-26863889,26646096,26863889,7,217794
chr7:26863889-27104308,26863889,27104308,7,240420
chr7:27104308-27319621,27104308,27319621,7,215314
chr7:27319621-27541415,27319621,27541415,7,221795
chr7:27541415-27757457,27541415,27757457,7,216043
chr7:27757457-27969472,27757457,27969472,7,212016
chr7:27969472-28182578,27969472,28182578,7,213107
chr7:28182578-28395754,28182578,28395754,7,213177
chr7:28395754-28603765,28395754,28603765,7,208012
chr7:28603765-28811049,28603765,28811049,7,207285
chr7:28811049-29020838,28811049,29020838,7,209790
chr7:29020838-29237257,29020838,29237257,7,216420
chr7:29237257-29448423,29237257,29448423,7,211167
chr7:29448423-29696625,29448423,29696625,7,248203
chr7:29696625-29933622,29696625,29933622,7,236998
chr7:29933622-30152788,29933622,30152788,7,219167
chr7:30152788-30370787,30152788,30370787,7,218000
chr7:30370787-30608826,30370787,30608826,7,238040
chr7:30608826-30824071,30608826,30824071,7,215246
chr7:30824071-31029210,30824071,31029210,7,205140
chr7:31029210-31240088,31029210,31240088,7,210879
chr7:31240088-31452931,31240088,31452931,7,212844
chr7:31452931-31679104,31452931,31679104,7,226174
chr7:31679104-31887088,31679104,31887088,7,207985
chr7:31887088-32107301,31887088,32107301,7,220214
chr7:32107301-32326392,32107301,32326392,7,219092
chr7:32326392-32879651,32326392,32879651,7,553260
chr7:32879651-33136539,32879651,33136539,7,256889
chr7:33136539-33357774,33136539,33357774,7,221236
chr7:33357774-33581245,33357774,33581245,7,223472
chr7:33581245-33787818,33581245,33787818,7,206574
chr7:33787818-34001735,33787818,34001735,7,213918
